Uber Type,City/Area Name,Market Name,State,Date Entered-Soft,Date Entered-Official,Date Left,Date Entered 2nd,Date Left 2nd,Source 1,Source 2,Source 3,Source 4,Notes
UberX,Columbus,Atlanta,GA,,20-Sep-16,,,,http://www.wtvm.com/story/33141879/uber-launches-in-columbus,,,,
UberX,Macon-Bibb,Atlanta,GA,,10-May-16,,,,https://newsroom.uber.com/us-georgia/uber-is-rolling-into-macon/,,,,
UberX,Warner Robins,Atlanta,GA,,10-May-16,,,,https://newsroom.uber.com/us-georgia/uber-is-rolling-into-macon/,,,,
UberX,Augusta,Augusta,GA,,6-Apr-15,,,,https://newsroom.uber.com/us-georgia/uber-just-rolled-into-augusta/,,,,
UberX,,Georgia Coast,GA,,6-Nov-15,,,,https://twitter.com/juliebrazell/status/662694220914958336,,,,
UberX,Savannah,Savannah-Hilton Head,GA,,8-May-15,,,,https://newsroom.uber.com/us-georgia/uber-just-rolled-into-savannah/,,,,
UberBlack,Honolulu,Honolulu,HI,,16-Aug-13,20-Nov-15,,,https://newsroom.uber.com/us-hawaii/uber-launches-in-honolulu-with-a-splash/,,,,UberBlack disapears from the city page when UberSelect arrives
UberSelect,Honolulu,Honolulu,HI,,20-Nov-15,,,,https://newsroom.uber.com/us-hawaii/a-step-above-the-everyday/,,,,
UberX,Honolulu,Honolulu,HI,,12-Jun-14,,,,https://newsroom.uber.com/us-hawaii/welcome-uberx-to-the-ohana/,,,,
UberBlack,Kahului,Maui,HI,,18-Dec-14,15-May-15,,,https://newsroom.uber.com/us-hawaii/say-aloha-to-uber-on-maui/,,,,
UberSelect,Kahului,Maui,HI,,15-May-15,,,,https://newsroom.uber.com/us-hawaii/introducing-uberselect-on-maui/,,,,
UberX,Kahului,Maui,HI,,18-Dec-14,,,,https://newsroom.uber.com/us-hawaii/say-aloha-to-uber-on-maui/,,,,
UberX,Ames,Ames,IA,,3-Aug-15,,,,https://newsroom.uber.com/us-iowa/ames_launch/,,,,
UberX,Cedar Rapids,Cedar Rapids,IA,,4-Dec-14,,,,https://newsroom.uber.com/us-iowa/uber-launching-in-cedar-rapids-with-free-rides/,,,,
UberX,Des Moines,Des Moines,IA,,12-Sep-14,,,,https://newsroom.uber.com/uber-launching-des-moines-with-free-rides-for-a-week/,,,,
UberX,Iowa City,Iowa City,IA,,28-Apr-16,,,,https://newsroom.uber.com/us-iowa/ic-launch/,,,,
UberX,Bettendorf,Quad Cities,IA,,21-Jul-15,,,,https://newsroom.uber.com/us-iowa/quad_cities_launch/,,,,
UberX,Davenport,Quad Cities,IA,,21-Jul-15,,,,https://newsroom.uber.com/us-iowa/quad_cities_launch/,,,,
UberX,East Moline,Quad Cities,IA,,21-Jul-15,,,,https://newsroom.uber.com/us-iowa/quad_cities_launch/,,,,
UberX,Moline,Quad Cities,IA,,21-Jul-15,,,,https://newsroom.uber.com/us-iowa/quad_cities_launch/,,,,
UberX,Rock Island,Quad Cities,IA,,21-Jul-15,,,,https://newsroom.uber.com/us-iowa/quad_cities_launch/,,,,
UberX,Boise,Boise,ID,,2-Oct-14,,,,https://newsroom.uber.com/us-idaho/uber-launches-in-boise-with-free-rides/,,,,
UberX,Coeur d'Alene,Coeur d'Alene,ID,,4-Jun-15,,,,https://newsroom.uber.com/us-idaho/uber-is-expanding-across-the-gem-state/,,,,
UberX,Coeur d'Alene,Coeur d'Alene,ID,,4-Jun-15,,,,https://newsroom.uber.com/us-idaho/uber-is-expanding-across-the-gem-state/,,,,
UberX,Idaho Falls,Eastern Idaho,ID,,4-Jun-15,,,,https://newsroom.uber.com/us-idaho/uber-is-expanding-across-the-gem-state/,,,,
UberX,Pocatello,Eastern Idaho,ID,,4-Jun-15,,,,https://newsroom.uber.com/us-idaho/uber-is-expanding-across-the-gem-state/,,,,
UberX,Twin Falls,Eastern Idaho,ID,,4-Jun-15,,,,https://newsroom.uber.com/us-idaho/uber-is-expanding-across-the-gem-state/,,,,
UberX,Champaign,Champaign,IL,,15-Feb-15,,,,https://newsroom.uber.com/us-illinois/uber-is-rolling-into-champaign-urbana/,,,,
UberX,Aurora,Chicago,IL,,14-Feb-15,,,,https://newsroom.uber.com/us-illinois/uber-expands-across-the-land-of-lincoln/,,,,
UberBlack,Chicago,Chicago,IL,,22-Sep-11,,,,https://newsroom.uber.com/us-illinois/chicago-ubers-biggest-launch-to-date/,,,,
UberX,Chicago,Chicago,IL,,22-Apr-13,,,,https://newsroom.uber.com/us-illinois/chicagouberx/,,,,
UberX,Bloomington,Peoria & Bloomington-Normal,IL,,15-Feb-15,,,,https://newsroom.uber.com/us-illinois/uber-is-arriving-now-in-bloomington-normal/,,,,
UberX,Normal,Peoria & Bloomington-Normal,IL,,15-Feb-15,,,,https://newsroom.uber.com/us-illinois/uber-is-arriving-now-in-bloomington-normal/,,,,
UberX,Peoria,Peoria & Bloomington-Normal,IL,,24-Nov-15,,,,https://newsroom.uber.com/us-illinois/peoria/,,,,
UberX,Rockford,Rockford,IL,,15-Feb-15,,,,https://newsroom.uber.com/us-illinois/uber-is-expanding-into-rockford/,,,,
UberX,Springfield,Springfield,IL,,9-Jan-15,,,,https://newsroom.uber.com/us-illinois/springfield-you-uber-is-arriving-now/,,,,
UberX,Evansville,Evansville,IN,,25-Jan-17,,,,http://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,,,,
UberX,Fort Wayne,Fort Wayne,IN,,7-May-15,,,,https://newsroom.uber.com/us-indiana/indiana-launching-cities-fueling-innovation/,,,,
UberX,Bloomington,Indianapolis,IN,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberBlack,Indianapolis,Indianapolis,IN,,24-Jun-13,6-Aug-15,,,https://newsroom.uber.com/us-indiana/hi-indianapolis-your-uber-is-arriving-now/,,,,
UberLUX,Indianapolis,Indianapolis,IN,,6-Aug-15,,,,https://newsroom.uber.com/us-indiana/introducing-uberlux/,,,,
UberX,Indianapolis,Indianapolis,IN,,5-Sep-13,,,,https://newsroom.uber.com/us-indiana/indy-launches-free-uberx-month-w-rider-zero-paul-george/,,,,
UberX,Lafayette,Indianapolis,IN,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,http://www.jconline.com/story/money/business/2014/08/28/uber-launches-in-greater-lafayette-area/14727187/,,,
UberX,West Lafayette,Indianapolis,IN,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberX,,NW Indiana,IN,,7-May-15,,,,https://newsroom.uber.com/us-indiana/indiana-launching-cities-fueling-innovation/,,,,
UberX,South Bend,South Bend,IN,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberX,Terre Haute,Terre Haute,IN,,28-Feb-17,,,,https://newsroom.uber.com/us-indiana/terre-haute/,,,,
UberX,Kansas City,Kansas City,KS,,9-May-14,5-May-15,22-May-15,,https://newsroom.uber.com/us-missouri/kc-your-uber-has-arrived-and-its-free/,https://newsroom.uber.com/us-kansas/leaving-kansas-2/,https://newsroom.uber.com/us-kansas/were-back-kansas/,,
UberX,Leavenworth,Kansas City,KS,,23-Apr-15,5-May-15,22-May-15,,https://newsroom.uber.com/us-kansas/uber-is-expanding-across-kansas/,https://newsroom.uber.com/us-kansas/leaving-kansas-2/,https://newsroom.uber.com/us-kansas/were-back-kansas/,,
UberX,Lawrence,Lawrence,KS,,23-Apr-15,5-May-15,22-May-15,,https://newsroom.uber.com/us-kansas/uber-is-expanding-across-kansas/,https://newsroom.uber.com/us-kansas/leaving-kansas-2/,https://newsroom.uber.com/us-kansas/were-back-kansas/,,
UberX,Manhattan,Manhattan,KS,,23-Apr-15,5-May-15,22-May-15,,https://newsroom.uber.com/us-kansas/uber-is-expanding-across-kansas/,https://newsroom.uber.com/us-kansas/leaving-kansas-2/,https://newsroom.uber.com/us-kansas/were-back-kansas/,,
UberX,Topeka,Topeka,KS,,23-Apr-15,5-May-15,22-May-15,,https://newsroom.uber.com/us-kansas/uber-is-expanding-across-kansas/,https://newsroom.uber.com/us-kansas/leaving-kansas-2/,https://newsroom.uber.com/us-kansas/were-back-kansas/,,
UberX,Wichita,Wichita,KS,,28-Aug-14,5-May-15,22-May-15,,https://newsroom.uber.com/uber-is-in-session/,https://newsroom.uber.com/us-kansas/leaving-kansas-2/,https://newsroom.uber.com/us-kansas/were-back-kansas/,,
UberX,Bowling Green,Bowling Green,KY,,27-Aug-15,,,,https://newsroom.uber.com/us-kentucky/bowling-green-your-uber-is-arriving-now/,,,,
UberX,Lexington,Lexington,KY,,13-Jun-14,,,,https://newsroom.uber.com/us-kentucky/uber-lexington-launches-with-free-rides-for-2-weeks/,,,,
UberX,Louisville,Louisville,KY,,24-Apr-14,,,,https://newsroom.uber.com/us-kentucky/louisville-your-uber-is-arriving-now-2/,,,,
UberX,Baton Rouge,Baton Rouge,LA,,11-Jul-14,,,,https://newsroom.uber.com/us-louisiana/baton-rouge-your-uber-is-arriving-now/,,,,
UberX,Lafayette,Lafayette,LA,,30-Jan-15,,,,https://newsroom.uber.com/us-louisiana/geaux-lafayette-your-uber-is-arriving-now/,,,,
UberBlack,New Orleans,New Orleans,LA,,19-Sep-14,,,,https://newsroom.uber.com/us-louisiana/uber-makes-a-jazzy-entrance-into-new-orleans-2/,,,,
UberX,New Orleans,New Orleans,LA,,16-Apr-15,,,,https://newsroom.uber.com/us-louisiana/uberx-and-uberxl-launch-in-new-orleans-2/,,,,
UberBlack,Boston,Boston,MA,5-Oct-11,20-Oct-11,,,,https://twitter.com/Uber_BOS/status/121580257299009538,https://twitter.com/Uber_BOS/status/126873802134138880,https://newsroom.uber.com/us-massachusetts/uber-bahsstuhn-is-live/,http://archive.boston.com/business/technology/innoeco/2011/10/test-riding_uber_the_populist.html,
UberX,Boston,Boston,MA,1-Feb-13,4-Jun-13,,,,https://newsroom.uber.com/us-massachusetts/bosfreeuberxweek/,,,,
UberX,Springfield,Western MA,MA,,24-Apr-15,,,,https://newsroom.uber.com/us-massachusetts/uberx-just-rolled-into-springfield/,,,,
UberBlack,Worcester,Worcester,MA,,6-Oct-14,?,,,http://www.masslive.com/news/worcester/index.ssf/2014/10/uber_expands_to_worcester.html,https://web.archive.org/web/20150905233047/https://www.uber.com/cities/worcester,,,Sometime after 4-Sept-2015
UberX,Worcester,Worcester,MA,,6-Oct-14,,,,https://newsroom.uber.com/us-massachusetts/worcester-your-free-week-of-uber-is-arriving-now/,"Based on the Internet Archive, was between Oct 6th and 10th",http://www.masslive.com/news/worcester/index.ssf/2014/10/uber_expands_to_worcester.html,,
UberBlack,Baltimore,Baltimore,MD,,2-Feb-13,,,,https://newsroom.uber.com/us-maryland/uber-loves-baltimore-were-ready-to-get-serious/,,,,
UberX,Baltimore,Baltimore,MD,22-Oct-13,6-Nov-13,,,,https://newsroom.uber.com/us-maryland/baltimore-your-uberx-is-arriving-now/,https://twitter.com/search?q=uberx%20from%3Auber_maryland%20since%3A2013-10-13%20until%3A2013-12-03&src=typd,,,
UberBlack,Annapolis,Greater Maryland,MD,,21-May-14,,,,https://newsroom.uber.com/us-maryland/annapolis-your-uber-is-arriving-now/,,,,
UberX,Annapolis,Greater Maryland,MD,,21-May-14,,,,https://newsroom.uber.com/us-maryland/annapolis-your-uber-is-arriving-now/,,,,
UberX,Bangor,Greater Maine,ME,,23-Mar-16,,,,https://newsroom.uber.com/us-maine/uberexpands-acrossmaine/,,,,
UberX,Portland,Portland,ME,,2-Oct-14,,,,https://newsroom.uber.com/us-maine/portland-your-uber-is-arriving-now/,,,,
UberBlack,Ann Arbor,Ann Arbor,MI,,22-Apr-14,9-Feb-15,,,https://newsroom.uber.com/us-michigan/uber-ann-arbor-launches-its-free-for-two-weeks/,https://web.archive.org/web/20150720175358/https://www.uber.com/cities/ann-arbor,"UberBlack disapears from https://www.uber.com/cities/ann-arbor sometime between Nov 2014 and July 2015, when UberSelect appears. I am guessing that UberSelect replaced UberBlack.",,
UberSelect,Ann Arbor,Ann Arbor,MI,,9-Feb-15,,,,https://newsroom.uber.com/us-michigan/introducing-select-4/,,,,
UberX,Ann Arbor,Ann Arbor,MI,,22-Apr-14,,,,https://newsroom.uber.com/us-michigan/uber-ann-arbor-launches-its-free-for-two-weeks/,,,,
UberX,Jackson,Ann Arbor,MI,,1-Mar-17,,,,https://newsroom.uber.com/us-michigan/jackson-launch/,,,,
UberBlack,Detroit,Detroit,MI,,28-Mar-13,,,,https://newsroom.uber.com/us-michigan/uber-motor-city-its-on/,,,,
UberX,Detroit,Detroit,MI,,31-Oct-13,,,,https://newsroom.uber.com/us-michigan/uber-detroit-launches-low-cost-uberx-with-a-free-month-rider-zero-kyle-singler/,,,,
UberX,Flint,Flint,MI,,24-Jul-14,,,,https://newsroom.uber.com/uber-rolls-into-four-more-michigan-cities-with-free-rides-for-two-weeks/,,,,
UberX,Grand Rapids,Grand Rapids,MI,,24-Jul-14,,,,https://newsroom.uber.com/uber-rolls-into-four-more-michigan-cities-with-free-rides-for-two-weeks/,,,,
UberX,Kalamazoo,Kalamazoo,MI,,24-Jul-14,,,,https://newsroom.uber.com/uber-rolls-into-four-more-michigan-cities-with-free-rides-for-two-weeks/,,,,
UberX,Lansing,Lansing,MI,,24-Jul-14,,,,https://newsroom.uber.com/uber-rolls-into-four-more-michigan-cities-with-free-rides-for-two-weeks/,,,,
UberX,Saginaw,Tri-Cities,MI,,2-Mar-17,,,,https://newsroom.uber.com/us-michigan/uber-tri-cities/,,,,
UberX,Mankato,Mankato,MN,,2-Mar-17,,,,https://newsroom.uber.com/us-minnesota/uber-launches-rochester-st-cloud-mankato/,,,,
UberBlack,Minneapolis,Minneapolis/St. Paul,MN,,25-Oct-12,,,,https://newsroom.uber.com/us-minnesota/double-trouble-uber-takes-over-the-twin-cities/,,,,
UberX,Minneapolis,Minneapolis/St. Paul,MN,,4-Sep-13,,,,https://newsroom.uber.com/us-minnesota/uberx-msp-double-the-fun-with-rider-zeroes-harrison-smith-toby-gerhart/,,,,
UberBlack,St. Paul,Minneapolis/St. Paul,MN,,25-Oct-12,,,,https://newsroom.uber.com/us-minnesota/double-trouble-uber-takes-over-the-twin-cities/,,,,
UberX,St. Paul,Minneapolis/St. Paul,MN,,4-Sep-13,,,,https://newsroom.uber.com/us-minnesota/uberx-msp-double-the-fun-with-rider-zeroes-harrison-smith-toby-gerhart/,,,,
UberX,Rochester,Rochester,MN,,2-Mar-17,,,,https://newsroom.uber.com/us-minnesota/uber-launches-rochester-st-cloud-mankato/,,,,
UberX,St Cloud,St Cloud,MN,,2-Mar-17,,,,https://newsroom.uber.com/us-minnesota/uber-launches-rochester-st-cloud-mankato/,,,,
UberX,Columbia,Columbia,MO,,9-Oct-14,,,,https://newsroom.uber.com/uber-launching-columbia-with-free-rides/,,,,
UberX,Kansas City,Kansas City,MO,,9-May-14,,,,https://newsroom.uber.com/us-missouri/kc-your-uber-has-arrived-and-its-free/,,,,
UberX,Springfield,Springfield Mo,MO,,17-Nov-16,,,,https://newsroom.uber.com/us-missouri/springfield/,,,,
UberBlack,St. Louis,St. Louis,MO,,9-Oct-14,,,,https://newsroom.uber.com/us-missouri/st-louis-your-uber-is-arriving-now/,,,,
UberX,St. Louis,St. Louis,MO,,18-Sep-15,,,,https://newsroom.uber.com/us-missouri/uberxlaunch/,,,,
UberX,Biloxi,Gulfport-Biloxi,MS,,1-Jul-16,,,,https://newsroom.uber.com/us-mississippi/expanding-uber-coverage-to-gulfport-biloxi-hattiesburg-oxford/,,,,
UberX,Gulfport,Gulfport-Biloxi,MS,,1-Jul-16,,,,https://newsroom.uber.com/us-mississippi/expanding-uber-coverage-to-gulfport-biloxi-hattiesburg-oxford/,,,,
UberX,Jackson,Jackson,MS,,11-Dec-14,,,,https://newsroom.uber.com/jackson-your-uberx-is-arriving-now/,,,,
UberX,Oxford,Oxford,MS,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberX,Billings,Billings,MT,,5-Aug-16,,,,http://www.ktvq.com/story/32701466/uber-launches-first-billings-ride,,,,
UberX,Bozeman,Bozeman,MT,,4-Aug-16,,,,http://www.bozemandailychronicle.com/news/economy/uber-launches-bozeman-service/article_80314c49-1377-58e4-bc3f-111967e41def.html,,,,
UberX,Butte,Bozeman,MT,,3-Aug-16,,,,https://twitter.com/Uber_MT/status/760152612687736833,,,,
UberX,Great Falls,Bozeman,MT,,2-Aug-16,,,,https://twitter.com/Uber_MT/status/760152612687736833,,,,
UberX,Helena,Bozeman,MT,,3-Aug-16,,,,https://twitter.com/Uber_MT/status/760152612687736833,,,,
UberX,Missoula,Missoula,MT,,1-Aug-16,,,,http://missoulian.com/news/local/ride-sharing-app-uber-launches-statewide-with-celebration-in-missoula/article_a5f0cf03-32ba-531f-95e4-0c91d2268ac5.html,,,,
UberX,Asheville,Asheville,NC,,21-Aug-14,,,,https://newsroom.uber.com/us-north-carolina/asheville-your-uberx-is-arriving-now/,,,,
UberBlack,Charlotte,Charlotte,NC,,27-Sep-13,,,,https://newsroom.uber.com/us-north-carolina/uber-gets-a-royal-welcome-back-to-the-queen-city/,,,,
UberX,Charlotte,Charlotte,NC,,27-Sep-13,,,,https://newsroom.uber.com/us-north-carolina/uber-gets-a-royal-welcome-back-to-the-queen-city/,,,,
UberX,Fayetteville,Fayetteville,NC,,26-Jun-14,,,,https://newsroom.uber.com/us-north-carolina/uber-rolls-into-six-more-north-carolina-cities/,,,,
UberX,,Outer Banks,NC,,22-May-15,,,,http://wraltechwire.com/uber-expanding-ride-sharing-to-carolina-s-coast-/14660562/,,,,
UberX,Greensboro,Piedmont Triad,NC,,26-Jun-14,,,,https://newsroom.uber.com/us-north-carolina/uber-rolls-into-six-more-north-carolina-cities/,,,,
UberX,Winston-Salem,Piedmont Triad,NC,,26-Jun-14,,,,https://newsroom.uber.com/us-north-carolina/uber-rolls-into-six-more-north-carolina-cities/,,,,
UberX,Chapel Hill,Raleigh-Durham,NC,,26-Jun-14,,,,https://newsroom.uber.com/us-north-carolina/uber-rolls-into-six-more-north-carolina-cities/,,,,
UberX,Durham,Raleigh-Durham,NC,,26-Jun-14,,,,https://newsroom.uber.com/us-north-carolina/uber-rolls-into-six-more-north-carolina-cities/,,,,
UberX,Raleigh,Raleigh-Durham,NC,,26-Apr-14,,,,https://newsroom.uber.com/us-north-carolina/raleigh-your-free-uberx-is-arriving-now/,,,,
UberX,Wilmington,Wilmington,NC,,26-Jun-14,,,,https://newsroom.uber.com/us-north-carolina/uber-rolls-into-six-more-north-carolina-cities/,,,,
UberX,Fargo,Fargo,ND,,12-May-15,,,,https://newsroom.uber.com/us-north-dakota/fargo-fueling-innovation-in-north-dakota/,,,,
UberX,Lincoln,Lincoln,NE,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberX,Omaha,Omaha,NE,,5-May-14,,,,https://newsroom.uber.com/us-nebraska/omaha-your-uber-has-arrived/,,,,
UberX,Manchester,New Hampshire,NH,,17-Oct-14,,,,https://newsroom.uber.com/uk/manchester-your-uberx-is-arriving-now/,,,,
UberBlack,,New Jersey,NJ,,?,,,,https://web.archive.org/web/20140122053116/https:/www.uber.com/cities/new-jersey,,,,
UberX,,New Jersey,NJ,,13-Nov-13,,,,https://newsroom.uber.com/us-new-jersey/new-jersey-uberx-now-better-faster-and-cheaper-than-a-taxi/,https://twitter.com/Uber_NJ/status/400649213446332416,,,
UberBlack,,New Jersey Shore,NJ,23-May-14,27-Jun-14,,,,https://newsroom.uber.com/us-new-jersey/secret-ubershead-to-the-shore/,https://newsroom.uber.com/us-new-jersey/jersey-shore-your-safe-ride-is-arriving-now/,,,
UberX,,New Jersey Shore,NJ,,27-Jun-14,,,,https://newsroom.uber.com/us-new-jersey/jersey-shore-your-safe-ride-is-arriving-now/,,,,
UberX,Albuquerque,Albuquerque,NM,,30-Apr-14,,,,http://www.bizjournals.com/albuquerque/news/2014/04/30/uber-follows-lyft-to-albuquerque.html,,,,
UberX,Las Cruces,Las Cruces,NM,,18-Feb-15,,,,https://newsroom.uber.com/us-texas/las-cruces-your-uber-is-arriving-now/,,,,
UberX,Santa Fe,Santa Fe,NM,,19-Nov-14,,,,https://newsroom.uber.com/us-new-mexico/santa-fe-your-uber-is-arriving-now/,,,,
UberX,Taos,Taos,NM,,22-Dec-15,,,,https://newsroom.uber.com/us-new-mexico/taos-were-here/,,,,
UberBlack,Halifax,Halifax,NS,18-Jun-14,?,?,,,https://newsroom.uber.com/canada/en/secret-ubers-hit-the-streets-of-halifax-and-theyre-free/,http://www.cbc.ca/news/canada/nova-scotia/uber-fails-to-take-to-halifax-streets-1.3189233,,,"Exited before Dec 2015, never fully entered"
UberX,Las Vegas,Las Vegas,NV,,24-Oct-14,25-Nov-14,15-Sep-15,,https://newsroom.uber.com/us-nevada/las-vegas-uber-is-betting-on-you/,http://www.reviewjournal.com/news/nevada/nevada-judge-rules-against-ride-sharing-firm-uber,https://newsroom.uber.com/us-nevada/las-vegas-were-here/,,
UberX,Carson City,Reno,NV,,24-Oct-14,25-Nov-14,15-Sep-15,,http://www.reviewjournal.com/news/nevada/nevada-judge-rules-against-ride-sharing-firm-uber,http://www.reviewjournal.com/news/nevada/nevada-judge-rules-against-ride-sharing-firm-uber,http://www.rgj.com/story/money/business/2015/09/15/uber-officially-launches-nevada/72336666/,,
UberX,Reno,Reno,NV,,24-Oct-14,25-Nov-14,15-Sep-15,,https://newsroom.uber.com/us-nevada/uber-launches-in-the-biggest-little-city/,http://www.reviewjournal.com/news/nevada/nevada-judge-rules-against-ride-sharing-firm-uber,https://newsroom.uber.com/us-nevada/reno-were-here/,,
UberBlack,New York,New York City,NY,,3-May-11,,,,https://newsroom.uber.com/uber-nyc-launches-service/,,,,
UberX,New York,New York City,NY,3-Jul-12,24-Aug-12,,,,https://newsroom.uber.com/us-new-york/let-freedom-ride-in-nyc/,https://twitter.com/Uber_NYC/status/239113729655054337,,,
UberSUV,East Hampton,the Hamptons,NY,,1-Jul-13,2-Sep-13,,5-Jun-15,"http://www.pcmag.com/article2/0,2817,2421264,00.asp",http://www.cnbc.com/2015/06/12/uber-is-ordered-out-of-the-hamptons.html,,,
UberX,,the Hamptons,NY,,,,,,,,,,
UberX,Akron,Akron,OH,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberBlack,Cincinnati,Cincinnati,OH,,27-Mar-14,,,,https://newsroom.uber.com/us-ohio/uber-has-officially-launched-in-the-nati/,,,,
UberX,Cincinnati,Cincinnati,OH,,27-Mar-14,,,,https://newsroom.uber.com/us-ohio/uber-has-officially-launched-in-the-nati/,,,,
UberBlack,Cleveland,Cleveland,OH,,8-Apr-14,,,,https://newsroom.uber.com/us-ohio/uber-cleveland-launches-with-free-rides-for-2-weeks/,,,,
UberX,Cleveland,Cleveland,OH,,8-Apr-14,,,,https://newsroom.uber.com/us-ohio/uber-cleveland-launches-with-free-rides-for-2-weeks/,,,,
UberBlack,Columbus,Columbus,OH,3-Oct-13,20-Dec-13,,,,https://newsroom.uber.com/us-ohio/ready-to-roll-columbus/,https://newsroom.uber.com/us-ohio/uber-launches-in-columbus/,,,
UberX,Columbus,Columbus,OH,,25-Feb-14,,,,https://newsroom.uber.com/us-ohio/columbus-uberx-better-faster-cheaper-than-a-taxi/,https://twitter.com/search?q=uberx%20from%3Auber_cbus%20since%3A2013-07-07%20until%3A2014-03-01&src=typd,http://www.bizjournals.com/columbus/news/2014/02/25/uberx-no-frills-car-service-introduced.html,,"Note that the first blog post says it was Feb 22, but everything else says 25th"
UberX,Dayton,Dayton,OH,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberX,Toledo,Toledo,OH,,13-Jun-14,,,,https://newsroom.uber.com/us-ohio/uber-toledo-launches-with-free-rides-for-2-weeks-2/,,,,
UberX,Youngstown,Youngstown,OH,,23-Jun-16,,,,https://newsroom.uber.com/us-ohio/uber-youngstown-launch/,,,,
UberX,Oklahoma City,Oklahoma City,OK,,30-Oct-13,,,,https://newsroom.uber.com/us-oklahoma/ridesharing-a-slam-dunk-for-the-big-friendly/,,,,
UberX,Stillwater,Stillwater,OK,,12-Feb-15,,,,https://newsroom.uber.com/us-oklahoma/uber-launching-in-stillwater-with-free-rides/,,,,
UberX,Tulsa,Tulsa,OK,,27-Mar-14,,,,https://newsroom.uber.com/us-oklahoma/tulsa-were-bringing-uber-to-you/,,,,
UberX,Hamilton,Hamilton,ON,,23-Jul-15,,,,https://newsroom.uber.com/canada/en/swolaunch/,,,,
UberX,Kingston,Kingston,ON,,12-Nov-15,,,,https://newsroom.uber.com/canada/en/ontario-launch/,,,,
UberX,Guelph,Kitchener-Waterloo,ON,,23-Jul-15,,,,https://newsroom.uber.com/canada/en/swolaunch/,,,,
UberX,Kitchener - Waterloo,Kitchener-Waterloo,ON,,23-Jul-15,,,,https://newsroom.uber.com/canada/en/swolaunch/,,,,
UberX,London,London,ON,,23-Jul-15,,,,https://newsroom.uber.com/canada/en/swolaunch/,,,,
UberX,Niagara Region,Niagara Region,ON,,12-Nov-15,,,,https://newsroom.uber.com/canada/en/ontario-launch/,,,,
UberX,Ottawa,Ottawa,ON,,1-Oct-14,,,,https://newsroom.uber.com/canada/en/ottawa-uberx-est-en-route/,,,,
UberBlack,Toronto,Toronto,ON,,16-Mar-12,,,,https://newsroom.uber.com/canada/en/oh-canada-uber-toronto-is-now-launched/,,,,
UberX,Toronto,Toronto,ON,,8-Sep-14,,,,https://newsroom.uber.com/canada/en/uberx-is-arriving-now/,,,,
UberX,Windsor,Windsor,ON,,12-Nov-15,,,,https://newsroom.uber.com/canada/en/ontario-launch/,,,,
UberX,Eugene,Eugene,OR,,23-Jul-14,5-Apr-15,,,https://newsroom.uber.com/eugene-and-salem-your-uber-is-arriving-now/,https://newsroom.uber.com/us-oregon/despite-your-support-uber-is-unable-to-operate-in-eugene/,,,
UberX,Portland,Portland,OR,,5-Dec-14,21-Dec-14,24-Apr-15,,http://www.seattletimes.com/nation-world/portland-sues-to-shut-down-uber/,http://www.wweek.com/portland/blog-32599-uber_will_leave_portland_for_three_months_in_deal_with_city_hall_for_new_taxi_rules.html,https://newsroom.uber.com/us-oregon/portland-your-uberx-is-arriving-now/,,
UberX,Salem,Salem,OR,,23-Jul-14,?,,,https://newsroom.uber.com/eugene-and-salem-your-uber-is-arriving-now/,,,,
UberX,Erie,Erie,PA,,10-Apr-15,,,,https://newsroom.uber.com/us-pennsylvania/erie-your-uber-is-arriving-now/,,,,
UberX,Harrisburg,Harrisburg,PA,,29-Jan-15,,,,https://newsroom.uber.com/us-pennsylvania/harrisburg-your-uber-is-arriving-now/,,,,
UberX,York,Harrisburg,PA,,27-Mar-15,,,,https://newsroom.uber.com/us-pennsylvania/lancaster-york-and-reading-your-uber-has-arrived/,,,,
UberX,Lancaster,Lancaster,PA,,27-Mar-15,,,,https://newsroom.uber.com/us-pennsylvania/lancaster-york-and-reading-your-uber-has-arrived/,,,,
UberX,Allentown,Lehigh Valley,PA,,30-Jan-15,,,,https://newsroom.uber.com/us-pennsylvania/lehigh-valley-your-uber-is-arriving-now/,,,,
UberBlack,Philadelphia,Philadelphia,PA,3-May-12,6-Jun-12,,,,http://philly.curbed.com/2012/6/6/10364976/today-uber-launches-in-philly-even-though-we-dont-it-here,https://newsroom.uber.com/us-pennsylvania/phillysecretubers/,,,
UberX,Philadelphia,Philadelphia,PA,,24-Oct-14,,,,https://newsroom.uber.com/us-pennsylvania/ride-safely-with-uberx-for-free-this-weekend/,https://newsroom.uber.com/us-pennsylvania/south-jersey-your-free-uberx-has-arrived/,,,UberX entered suburban Philly before downtown Philly
UberX,Pittsburgh,Pittsburgh,PA,,13-Mar-14,,,,https://newsroom.uber.com/us-pennsylvania/uber-officially-launches-in-pittsburgh/,,,,
